#day	hour	Tout	Td	Tg	Tsky	Pa	g_vs_ab
1	1	-15.32	-23.8042	-15.5132	-30.8097	75.7225	0.010000
1	2	-15.83	-24.8284	-15.5132	-31.4362	75.6788	0.010000
1	3	-16.34	-25.8733	-15.5132	-32.0903	75.6349	0.010000
1	4	-16.85	-26.9439	-15.5132	-32.7658	75.5909	0.010000
1	5	-17.36	-28.0375	-15.5132	-33.4543	75.5468	0.010000
1	6	-17.87	-29.1597	-15.5132	-34.1465	75.5025	0.010000
1	7	-18.38	-30.3142	-15.5132	-34.8321	75.458	0.010000
1	8	-18.89	-31.5087	-15.5132	-35.5011	75.4134	0.010000
1	9	-25.8	-31.4138	-15.5132	-42.0989	74.7938	0.010000
1	10	-26.21	-31.6631	-15.5132	-42.5802	74.7561	0.010000
1	11	-26.69	-31.9733	-15.5132	-43.0971	74.7118	0.010000
1	12	-27.3	-32.2499	-15.5132	-43.6982	74.6554	0.010000
1	13	-28.08	-32.652	-15.5132	-44.4258	74.5828	0.010000
1	14	-28.33	-32.7235	-15.5132	-44.6089	74.5595	0.010000
1	15	-27.66	-32.2803	-15.5132	-43.879	74.6219	0.010000
1	16	-26.23	-31.5503	-15.5132	-42.3962	74.7542	0.300000
1	17	-22.73	-29.6194	-15.5132	-38.8849	75.0727	0.300000
1	18	-17.23	-27.2601	-15.5132	-33.4238	75.5581	0.300000
1	19	-12.9	-25.2763	-15.5132	-29.0502	75.9278	0.300000
1	20	-10.36	-22.8756	-15.5132	-26.301	76.1399	0.300000
1	21	-11.54	-19.1158	-15.5132	-26.8858	76.0418	0.300000
1	22	-10.57	-17.091	-15.5132	-25.6207	76.1225	0.300000
1	23	-10.82	-16.192	-15.5132	-25.679	76.1018	0.300000
1	24	-11.34	-16.8227	-15.5132	-26.239	76.0585	0.300000
2	1	-11.05	-17.2546	-15.7419	-26.0411	76.0826	0.010000
2	2	-11.59	-17.3099	-15.7419	-26.6156	76.0376	0.010000
2	3	-12.53	-17.4579	-15.7419	-27.6136	75.959	0.010000
2	4	-13.62	-17.7003	-15.7419	-28.7916	75.8671	0.010000
2	5	-14.38	-17.7993	-15.7419	-29.6569	75.8026	0.010000
2	6	-14.9	-17.776	-15.7419	-30.2891	75.7584	0.010000
2	7	-15.35	-17.7892	-15.7419	-30.8594	75.7199	0.300000
2	8	-16.88	-19.0595	-15.7419	-32.5946	75.5883	0.300000
2	9	-17.82	-19.8423	-15.7419	-33.6874	75.5068	0.300000
2	10	-18.9	-20.8496	-15.7419	-34.9052	75.4126	0.300000
2	11	-20.36	-22.4184	-15.7419	-36.4968	75.284	0.300000
2	12	-21.29	-23.4301	-15.7419	-37.4866	75.2015	0.300000
2	13	-21.67	-23.7967	-15.7419	-37.8585	75.1676	0.300000
2	14	-21.78	-23.836	-15.7419	-37.9106	75.1578	0.300000
2	15	-21.91	-23.9023	-15.7419	-37.9517	75.1462	0.300000
2	16	-21.16	-23.1779	-15.7419	-37.0666	75.2131	0.300000
2	17	-19.96	-22.5066	-15.7419	-35.7401	75.3194	0.300000
2	18	-17.07	-20.2405	-15.7419	-32.6345	75.5719	0.300000
2	19	-13.19	-17.0078	-15.7419	-28.4282	75.9034	0.300000
2	20	-9.96	-14.216	-15.7419	-24.8372	76.173	0.300000
2	21	-7.55	-12.3058	-15.7419	-22.1328	76.3704	0.300000
2	22	-6.26	-11.2472	-15.7419	-20.6402	76.4749	0.300000
2	23	-5.79	-11.3192	-15.7419	-20.1496	76.5127	0.300000
2	24	-6.59	-12.0575	-15.7419	-21.0152	76.4482	0.300000
3	1	-8.3	-13.2672	-15.9648	-22.8545	76.3093	0.010000
3	2	-9.69	-14.3075	-15.9648	-24.3902	76.1953	0.010000
3	3	-10.69	-15.0529	-15.9648	-25.5379	76.1125	0.010000
3	4	-11.44	-15.5373	-15.9648	-26.4342	76.0502	0.010000
3	5	-11.93	-15.8601	-15.9648	-27.0786	76.0092	0.010000
3	6	-12.23	-16.1009	-15.9648	-27.5409	75.9841	0.010000
3	7	-12.82	-16.4837	-15.9648	-28.2964	75.9346	0.010000
3	8	-14.25	-17.4274	-15.9648	-29.9083	75.8137	0.010000
3	9	-14.85	-17.9505	-15.9648	-30.6577	75.7626	0.010000
3	10	-15.54	-18.4551	-15.9648	-31.4607	75.7036	0.010000
3	11	-16.27	-19.0404	-15.9648	-32.2761	75.641	0.010000
3	12	-17.13	-19.7336	-15.9648	-33.1873	75.5667	0.300000
3	13	-17.73	-20.2482	-15.9648	-33.7923	75.5147	0.300000
3	14	-17.65	-20.1771	-15.9648	-33.6535	75.5216	0.300000
3	15	-17.55	-20.079	-15.9648	-33.4601	75.5303	0.300000
3	16	-17.33	-19.8927	-15.9648	-33.1168	75.5494	0.300000
3	17	-15.15	-18.1122	-15.9648	-30.7117	75.737	0.300000
3	18	-12.82	-15.7656	-15.9648	-28.0517	75.9346	0.300000
3	19	-9.49	-12.3289	-15.9648	-24.2289	76.2117	0.300000
3	20	-7.19	-9.55978	-15.9648	-21.4322	76.3997	0.300000
3	21	-8.45	-10.3314	-15.9648	-22.6518	76.2971	0.300000
3	22	-9.9	-11.7244	-15.9648	-24.1794	76.1779	0.300000
3	23	-11.19	-13.1711	-15.9648	-25.5828	76.071	0.300000
3	24	-11.73	-14.1699	-15.9648	-26.23	76.026	0.300000
4	1	-12.23	-14.8496	-16.1817	-26.8241	75.9841	0.300000
4	2	-13.34	-15.9149	-16.1817	-28.0839	75.8907	0.300000
4	3	-14.51	-17.1443	-16.1817	-29.4465	75.7916	0.300000
4	4	-15.72	-18.4495	-16.1817	-30.8721	75.6882	0.010000
4	5	-17.03	-19.7841	-16.1817	-32.4021	75.5754	0.010000
4	6	-18.46	-21.1541	-16.1817	-34.0458	75.4511	0.010000
4	7	-19.65	-22.1956	-16.1817	-35.4173	75.3467	0.300000
4	8	-20.51	-22.4351	-16.1817	-36.3835	75.2708	0.300000
4	9	-21	-22.8021	-16.1817	-36.9939	75.2273	0.300000
4	10	-20.25	-22.2134	-16.1817	-36.3179	75.2938	0.300000
4	11	-18.72	-21.2115	-16.1817	-34.8299	75.4283	0.300000
4	12	-16.31	-19.5225	-16.1817	-32.3903	75.6375	0.010000
4	13	-14.02	-17.789	-16.1817	-29.9991	75.8332	0.010000
4	14	-12.09	-16.3723	-16.1817	-27.9324	75.9958	0.010000
4	15	-10.39	-15.0814	-16.1817	-26.0526	76.1374	0.010000
4	16	-9.23	-14.3101	-16.1817	-24.7234	76.2331	0.300000
4	17	-7.84	-13.4784	-16.1817	-23.1424	76.3468	0.300000
4	18	-6.38	-12.4781	-16.1817	-21.451	76.4652	0.300000
4	19	-5.25	-11.6147	-16.1817	-20.0875	76.556	0.300000
4	20	-4.39	-10.4865	-16.1817	-18.9376	76.6247	0.300000
4	21	-3.97	-10.1159	-16.1817	-18.3546	76.6582	0.300000
4	22	-3.74	-9.94766	-16.1817	-18.0154	76.6764	0.300000
4	23	-3.88	-9.95853	-16.1817	-18.0939	76.6653	0.300000
4	24	-4.23	-10.1212	-16.1817	-18.4369	76.6375	0.300000
5	1	-4.5	-10.2896	-16.3926	-18.7431	76.616	0.010000
5	2	-4.7	-10.5409	-16.3926	-19.0344	76.6	0.010000
5	3	-4.62	-10.4843	-16.3926	-19.0383	76.6064	0.010000
5	4	-4.32	-10.1074	-16.3926	-18.8033	76.6303	0.010000
5	5	-4.2	-9.89313	-16.3926	-18.7875	76.6399	0.010000
5	6	-4.07	-9.72897	-16.3926	-18.7813	76.6502	0.010000
5	7	-3.97	-9.6926	-16.3926	-18.8272	76.6582	0.010000
5	8	-3.96	-9.3299	-16.3926	-18.8883	76.659	0.010000
5	9	-3.83	-9.30231	-16.3926	-18.8782	76.6693	0.010000
5	10	-3.66	-9.22745	-16.3926	-18.794	76.6828	0.010000
5	11	-3.42	-9.116	-16.3926	-18.6028	76.7018	0.010000
5	12	-3.13	-8.94806	-16.3926	-18.3157	76.7247	0.010000
5	13	-2.62	-8.51025	-16.3926	-17.7289	76.765	0.010000
5	14	-2.13	-8.00089	-16.3926	-17.1078	76.8035	0.010000
5	15	-1.79	-7.50412	-16.3926	-16.5957	76.8302	0.010000
5	16	-1.2	-6.67944	-16.3926	-15.7503	76.8763	0.300000
5	17	-0.33	-5.67606	-16.3926	-14.5767	76.944	0.300000
5	18	0.6	-4.75256	-16.3926	-13.3458	77.016	0.300000
5	19	1.19	-4.30496	-16.3926	-12.5378	77.0615	0.300000
5	20	1.59	-3.5152	-16.3926	-11.8436	77.0922	0.300000
5	21	1.82	-3.16708	-16.3926	-11.4276	77.1098	0.300000
5	22	1.73	-2.97549	-16.3926	-11.3799	77.1029	0.300000
5	23	1.77	-2.76663	-16.3926	-11.2375	77.106	0.300000
5	24	1.57	-2.74557	-16.3926	-11.4047	77.0906	0.300000
6	1	1.55	-2.60843	-16.5975	-11.412	77.0891	0.010000
6	2	1.53	-2.4729	-16.5975	-11.4569	77.0876	0.010000
6	3	1.5	-2.41165	-16.5975	-11.5618	77.0853	0.010000
6	4	1.43	-2.38095	-16.5975	-11.7395	77.0799	0.010000
6	5	1.45	-2.28116	-16.5975	-11.8346	77.0814	0.010000
6	6	1.46	-2.23587	-16.5975	-11.9621	77.0822	0.010000
6	7	1.26	-2.34213	-16.5975	-12.3254	77.0668	0.010000
6	8	1.37	-1.82593	-16.5975	-12.2381	77.0753	0.010000
6	9	1.11	-1.95187	-16.5975	-12.6341	77.0553	0.300000
6	10	0.9	-2.06418	-16.5975	-12.9515	77.0391	0.300000
6	11	1.09	-2.00546	-16.5975	-12.8139	77.0538	0.010000
6	12	1.1	-2.03833	-16.5975	-12.8316	77.0545	0.010000
6	13	0.89	-2.14154	-16.5975	-13.0363	77.0384	0.300000
6	14	0.76	-2.23486	-16.5975	-13.1248	77.0283	0.300000
6	15	0.77	-2.3353	-16.5975	-13.0476	77.0291	0.010000
6	16	0.84	-2.43805	-16.5975	-12.8861	77.0345	0.300000
6	17	1.47	-2.14642	-16.5975	-12.0796	77.083	0.300000
6	18	2.17	-1.82413	-16.5975	-11.188	77.1366	0.300000
6	19	2.99	-1.49207	-16.5975	-10.178	77.1991	0.300000
6	20	3.28	-1.43988	-16.5975	-9.75044	77.2211	0.300000
6	21	3.66	-1.2858	-16.5975	-9.23191	77.2499	0.300000
6	22	3.68	-1.24704	-16.5975	-9.11287	77.2514	0.300000
6	23	3.31	-1.2962	-16.5975	-9.42203	77.2234	0.300000
6	24	2.68	-1.48477	-16.5975	-10.0506	77.1755	0.300000
7	1	1.93	-1.93069	-16.7962	-10.8924	77.1182	0.010000
7	2	1.3	-2.35617	-16.7962	-11.6502	77.0699	0.010000
7	3	0.51	-2.88089	-16.7962	-12.6153	77.0091	0.010000
7	4	-0.43	-3.29062	-16.7962	-13.723	76.9363	0.300000
7	5	-1.36	-3.76199	-16.7962	-14.852	76.8638	0.300000
7	6	-1.59	-4.27887	-16.7962	-15.331	76.8458	0.300000
7	7	-2.61	-4.88718	-16.7962	-16.5807	76.7657	0.300000
7	8	-4.05	-5.60962	-16.7962	-18.2402	76.6518	0.300000
7	9	-6.48	-7.34033	-16.7962	-21.0172	76.4571	0.300000
7	10	-8.53	-9.28809	-16.7962	-23.422	76.2905	0.300000
7	11	-10.05	-11.0034	-16.7962	-25.2238	76.1655	0.300000
7	12	-11.27	-12.3785	-16.7962	-26.6284	76.0643	0.300000
7	13	-11.94	-13.1457	-16.7962	-27.3665	76.0084	0.300000
7	14	-13.21	-14.5686	-16.7962	-28.7298	75.9017	0.300000
7	15	-13.78	-15.2084	-16.7962	-29.2736	75.8535	0.300000
7	16	-14.7	-16.2078	-16.7962	-30.1689	75.7754	0.300000
7	17	-13.13	-14.7896	-16.7962	-28.3482	75.9085	0.300000
7	18	-10.28	-12.4677	-16.7962	-25.1454	76.1465	0.300000
7	19	-7.75	-10.4127	-16.7962	-22.2521	76.3542	0.300000
7	20	-5.17	-8.45572	-16.7962	-19.3065	76.5625	0.300000
7	21	-2.74	-6.60272	-16.7962	-16.5134	76.7555	0.300000
7	22	-1.2	-4.94757	-16.7962	-14.6118	76.8763	0.300000
7	23	-0.76	-3.77213	-16.7962	-13.8814	76.9106	0.300000
7	24	-1.8	-4.80591	-16.7962	-15.079	76.8294	0.300000
8	1	-3.26	-6.45798	-16.9888	-16.8339	76.7144	0.010000
8	2	-4.34	-7.33115	-16.9888	-18.0935	76.6287	0.010000
8	3	-3.97	-7.65936	-16.9888	-17.8946	76.6582	0.010000
8	4	-3.76	-8.07227	-16.9888	-17.8916	76.6748	0.010000
8	5	-4.15	-8.60342	-16.9888	-18.5007	76.6438	0.010000
8	6	-3.83	-8.78455	-16.9888	-18.3777	76.6693	0.010000
8	7	-2.7	-8.57672	-16.9888	-17.4123	76.7586	0.010000
8	8	-0.1	-7.44601	-16.9888	-14.8598	76.9619	0.010000
8	9	0.98	-6.93274	-16.9888	-13.8496	77.0453	0.010000
8	10	1.54	-6.59509	-16.9888	-13.3403	77.0883	0.010000
8	11	1.81	-6.35287	-16.9888	-13.0914	77.109	0.010000
8	12	1.65	-6.11273	-16.9888	-13.2129	77.0968	0.010000
8	13	1.34	-5.83386	-16.9888	-13.4289	77.073	0.010000
8	14	0.8	-5.79794	-16.9888	-13.8768	77.0314	0.010000
8	15	0.04	-5.92422	-16.9888	-14.5342	76.9727	0.010000
8	16	-0.69	-6.0123	-16.9888	-15.1278	76.916	0.300000
8	17	-0.4	-5.4418	-16.9888	-14.5939	76.9386	0.300000
8	18	0.78	-4.59933	-16.9888	-13.141	77.0299	0.300000
8	19	1.98	-3.65738	-16.9888	-11.6408	77.122	0.300000
8	20	2.42	-3.27594	-16.9888	-10.997	77.1557	0.300000
8	21	2.63	-2.92221	-16.9888	-10.5978	77.1717	0.300000
8	22	2.64	-2.56302	-16.9888	-10.4156	77.1724	0.300000
8	23	1.78	-2.44971	-16.9888	-11.1556	77.1067	0.300000
8	24	-0.61	-3.26077	-16.9888	-13.6058	76.9223	0.300000
9	1	-3.5	-4.92465	-17.1751	-16.7469	76.6954	0.300000
9	2	-5.68	-6.62994	-17.1751	-19.2323	76.5216	0.300000
9	3	-7.51	-8.31531	-17.1751	-21.3908	76.3737	0.300000
9	4	-8.86	-9.75998	-17.1751	-23.0557	76.2635	0.300000
9	5	-9.66	-10.6506	-17.1751	-24.1072	76.1977	0.300000
9	6	-10.34	-11.408	-17.1751	-25.0266	76.1416	0.300000
9	7	-10.74	-11.9359	-17.1751	-25.6387	76.1084	0.300000
9	8	-11.54	-13.1202	-17.1751	-26.7232	76.0418	0.300000
9	9	-12.33	-13.7954	-17.1751	-27.6919	75.9757	0.300000
9	10	-13.01	-14.6006	-17.1751	-28.5456	75.9186	0.300000
9	11	-14.48	-16.0736	-17.1751	-30.202	75.7941	0.300000
9	12	-15.26	-16.6722	-17.1751	-31.0393	75.7276	0.300000
9	13	-15.17	-16.5219	-17.1751	-30.915	75.7353	0.300000
9	14	-15.12	-16.486	-17.1751	-30.8073	75.7396	0.300000
9	15	-15.97	-17.3	-17.1751	-31.63	75.6668	0.300000
9	16	-16.97	-18.2696	-17.1751	-32.5829	75.5806	0.300000
9	17	-14.7	-16.8947	-17.1751	-30.1283	75.7754	0.300000
9	18	-11.59	-14.729	-17.1751	-26.7378	76.0376	0.300000
9	19	-9.32	-12.2732	-17.1751	-24.0586	76.2257	0.300000
9	20	-6.07	-10.3004	-17.1751	-20.5007	76.4902	0.300000
9	21	-4.06	-9.32944	-17.1751	-18.2969	76.651	0.300000
9	22	-2.73	-8.66611	-17.1751	-16.8171	76.7563	0.300000
9	23	-2.3	-7.72583	-17.1751	-16.1702	76.7901	0.300000
9	24	-2.97	-8.73474	-17.1751	-16.9826	76.7374	0.300000
10	1	-5.41	-9.58133	-17.3552	-19.4813	76.5432	0.010000
10	2	-9.4	-11.7611	-17.3552	-23.7105	76.2191	0.300000
10	3	-12.62	-14.0612	-17.3552	-27.2201	75.9514	0.300000
10	4	-14.18	-15.4738	-17.3552	-29.0199	75.8196	0.300000
10	5	-14.8	-16.231	-17.3552	-29.8459	75.7669	0.300000
10	6	-14.43	-16.1431	-17.3552	-29.6271	75.7984	0.300000
10	7	-12.92	-15.3378	-17.3552	-28.2295	75.9262	0.300000
10	8	-8.74	-12.7831	-17.3552	-24.0193	76.2733	0.010000
10	9	-5.84	-10.8427	-17.3552	-21.0626	76.5087	0.010000
10	10	-4.11	-9.45462	-17.3552	-19.263	76.647	0.010000
10	11	-3.36	-8.68564	-17.3552	-18.4643	76.7065	0.010000
10	12	-3.32	-8.46432	-17.3552	-18.4035	76.7097	0.010000
10	13	-3.37	-8.33188	-17.3552	-18.4058	76.7057	0.010000
10	14	-3.67	-8.41519	-17.3552	-18.6493	76.682	0.010000
10	15	-4.01	-8.55923	-17.3552	-18.9086	76.655	0.010000
10	16	-4.28	-8.5668	-17.3552	-19.0483	76.6335	0.300000
10	17	-3.34	-7.71088	-17.3552	-17.8528	76.7081	0.300000
10	18	-1.27	-6.08041	-17.3552	-15.4079	76.8708	0.300000
10	19	0.6	-4.55627	-17.3552	-13.1553	77.016	0.300000
10	20	1.51	-3.5047	-17.3552	-11.9176	77.086	0.300000
10	21	2.08	-3.17114	-17.3552	-11.18	77.1297	0.300000
10	22	2.32	-3.03949	-17.3552	-10.8301	77.148	0.300000
10	23	2.19	-3.00607	-17.3552	-10.89	77.1381	0.300000
10	24	1.45	-3.35077	-17.3552	-11.6558	77.0814	0.300000
11	1	0.1	-4.09677	-17.5289	-13.1304	76.9774	0.010000
11	2	-0.65	-4.40381	-17.5289	-13.9702	76.9192	0.010000
11	3	-1.28	-4.77295	-17.5289	-14.741	76.8701	0.010000
11	4	-2.05	-5.32724	-17.5289	-15.7102	76.8098	0.010000
11	5	-3.1	-6.21823	-17.5289	-17.0319	76.7271	0.010000
11	6	-4.34	-7.28204	-17.5289	-18.5723	76.6287	0.300000
11	7	-5.6	-8.36975	-17.5289	-20.1273	76.528	0.300000
11	8	-5.45	-8.31134	-17.5289	-20.1103	76.54	0.300000
11	9	-5.95	-8.57736	-17.5289	-20.7528	76.4998	0.300000
11	10	-6.36	-8.81454	-17.5289	-21.2766	76.4668	0.300000
11	11	-6.6	-8.98026	-17.5289	-21.5918	76.4474	0.300000
11	12	-6.81	-9.09396	-17.5289	-21.8314	76.4305	0.300000
11	13	-7.1	-9.28729	-17.5289	-22.1228	76.407	0.300000
11	14	-7.57	-9.61353	-17.5289	-22.5717	76.3688	0.300000
11	15	-7.63	-9.59012	-17.5289	-22.5345	76.3639	0.300000
11	16	-6.97	-8.86493	-17.5289	-21.6577	76.4175	0.300000
11	17	-5.41	-7.37256	-17.5289	-19.7539	76.5432	0.300000
11	18	-3.36	-5.49188	-17.5289	-17.276	76.7065	0.300000
11	19	-0.52	-3.48709	-17.5289	-13.9894	76.9293	0.300000
11	20	0.03	-3.23737	-17.5289	-13.2717	76.9719	0.300000
11	21	-0.02	-2.9393	-17.5289	-13.1352	76.9681	0.300000
11	22	-0.11	-2.65588	-17.5289	-13.0675	76.9611	0.300000
11	23	-0.39	-2.41086	-17.5289	-13.2234	76.9394	0.300000
11	24	-1.03	-2.45819	-17.5289	-13.8275	76.8896	0.300000
12	1	-2.07	-2.93015	-17.6962	-14.9478	76.8082	0.300000
12	2	-2.86	-3.50906	-17.6962	-15.8872	76.746	0.300000
12	3	-3.23	-3.8562	-17.6962	-16.4056	76.7168	0.300000
12	4	-3.77	-4.39371	-17.6962	-17.1533	76.674	0.300000
12	5	-4.05	-4.72137	-17.6962	-17.6257	76.6518	0.300000
12	6	-4.55	-5.22586	-17.6962	-18.3541	76.612	0.300000
12	7	-4.87	-5.60712	-17.6962	-18.8839	76.5864	0.300000
12	8	-5.19	-5.82794	-17.6962	-19.37	76.5609	0.300000
12	9	-5.92	-6.62366	-17.6962	-20.3428	76.5023	0.300000
12	10	-6.6	-7.38306	-17.6962	-21.2292	76.4474	0.300000
12	11	-7.37	-8.16232	-17.6962	-22.1672	76.3851	0.300000
12	12	-7.84	-8.80948	-17.6962	-22.7546	76.3468	0.300000
12	13	-8.17	-9.34708	-17.6962	-23.1479	76.3199	0.300000
12	14	-8.2	-9.53986	-17.6962	-23.1553	76.3175	0.300000
12	15	-8.18	-9.65619	-17.6962	-23.068	76.3191	0.300000
12	16	-8.46	-10.0268	-17.6962	-23.2837	76.2962	0.300000
12	17	-7.68	-9.55743	-17.6962	-22.3234	76.3599	0.300000
12	18	-6.05	-8.4556	-17.6962	-20.4251	76.4918	0.300000
12	19	-4.19	-7.17627	-17.6962	-18.2624	76.6407	0.300000
12	20	-3.07	-6.5686	-17.6962	-16.9381	76.7295	0.300000
12	21	-2.56	-6.15781	-17.6962	-16.2514	76.7697	0.300000
12	22	-2.79	-6.15094	-17.6962	-16.3797	76.7516	0.300000
12	23	-3.44	-6.33606	-17.6962	-16.981	76.7002	0.300000
12	24	-4.66	-6.81	-17.6962	-18.2205	76.6032	0.300000
13	1	-6.34	-7.88055	-17.857	-20.0496	76.4684	0.300000
13	2	-7.64	-8.95691	-17.857	-21.5454	76.3631	0.300000
13	3	-8.47	-9.81424	-17.857	-22.5792	76.2954	0.300000
13	4	-8.99	-10.4644	-17.857	-23.3039	76.2528	0.300000
13	5	-9.49	-11.0878	-17.857	-24.0212	76.2117	0.300000
13	6	-10.19	-11.8655	-17.857	-24.961	76.154	0.300000
13	7	-10.9	-12.6096	-17.857	-25.9006	76.0951	0.300000
13	8	-12.04	-13.8349	-17.857	-27.3079	76	0.300000
13	9	-12.83	-14.5927	-17.857	-28.2855	75.9337	0.300000
13	10	-12.26	-14.095	-17.857	-27.7607	75.9816	0.300000
13	11	-11.32	-13.3431	-17.857	-26.8117	76.0602	0.300000
13	12	-10.58	-12.8	-17.857	-26.0446	76.1217	0.300000
13	13	-10.17	-12.6465	-17.857	-25.6128	76.1556	0.300000
13	14	-9.9	-12.6753	-17.857	-25.3059	76.1779	0.300000
13	15	-10.14	-12.8636	-17.857	-25.4738	76.1581	0.300000
13	16	-10.08	-12.7195	-17.857	-25.2773	76.1631	0.300000
13	17	-9.21	-12.0155	-17.857	-24.2023	76.2348	0.300000
13	18	-6.86	-10.3451	-17.857	-21.5409	76.4264	0.300000
13	19	-4.9	-7.65201	-17.857	-19.0314	76.5841	0.300000
13	20	-3.63	-5.45053	-17.857	-17.2427	76.6851	0.300000
13	21	-3.9	-5.32782	-17.857	-17.3583	76.6637	0.300000
13	22	-3.76	-5.35284	-17.857	-17.1408	76.6748	0.300000
13	23	-4.04	-5.45898	-17.857	-17.374	76.6526	0.300000
13	24	-4.59	-5.91531	-17.857	-17.9736	76.6088	0.300000
14	1	-5.71	-6.66681	-18.0114	-19.2124	76.5191	0.300000
14	2	-6.72	-7.42633	-18.0114	-20.38	76.4377	0.300000
14	3	-7.24	-7.8273	-18.0114	-21.0412	76.3956	0.300000
14	4	-7.82	-8.47955	-18.0114	-21.8322	76.3485	0.300000
14	5	-9.33	-10.1311	-18.0114	-23.7028	76.2249	0.300000
14	6	-11.56	-12.5161	-18.0114	-26.3663	76.0402	0.300000
14	7	-13.37	-14.6582	-18.0114	-28.5558	75.8882	0.300000
14	8	-13.67	-15.0032	-18.0114	-29.0244	75.8629	0.300000
14	9	-14.02	-15.4114	-18.0114	-29.5296	75.8332	0.300000
14	10	-14.21	-15.7027	-18.0114	-29.8393	75.8171	0.300000
14	11	-14.36	-15.8787	-18.0114	-30.0615	75.8043	0.300000
14	12	-14.72	-16.3176	-18.0114	-30.4814	75.7737	0.300000
14	13	-14.05	-15.6978	-18.0114	-29.7433	75.8307	0.300000
14	14	-13.82	-15.527	-18.0114	-29.446	75.8502	0.300000
14	15	-14.14	-15.9063	-18.0114	-29.7133	75.823	0.300000
14	16	-14.88	-16.6433	-18.0114	-30.3985	75.7601	0.300000
14	17	-13.85	-15.784	-18.0114	-29.1724	75.8476	0.300000
14	18	-10.57	-12.9103	-18.0114	-25.4916	76.1225	0.300000
14	19	-7.13	-10.6164	-18.0114	-21.6992	76.4045	0.300000
14	20	-4.1	-9.30075	-18.0114	-18.4469	76.6478	0.300000
14	21	-2.28	-8.94418	-18.0114	-16.5316	76.7917	0.300000
14	22	-1.5	-8.70496	-18.0114	-15.6535	76.8529	0.300000
14	23	-1.73	-8.62616	-18.0114	-15.8006	76.8349	0.300000
14	24	-2.95	-9.17303	-18.0114	-17.0456	76.7389	0.300000
15	1	-5.01	-10.377	-18.1593	-19.2437	76.5753	0.010000
15	2	-7.44	-11.9196	-18.1593	-21.8751	76.3794	0.010000
15	3	-9.56	-13.3743	-18.1593	-24.212	76.206	0.010000
15	4	-11.39	-14.8312	-18.1593	-26.2843	76.0543	0.010000
15	5	-12.83	-15.9947	-18.1593	-27.9492	75.9337	0.010000
15	6	-14.07	-17.0338	-18.1593	-29.4077	75.829	0.010000
15	7	-15.13	-18.0391	-18.1593	-30.6836	75.7387	0.010000
15	8	-15.26	-18.3662	-18.1593	-30.9816	75.7276	0.010000
15	9	-15.98	-19.0382	-18.1593	-31.8585	75.6659	0.010000
15	10	-16.44	-19.5027	-18.1593	-32.4358	75.6263	0.010000
15	11	-17.01	-20.0287	-18.1593	-33.0894	75.5771	0.010000
15	12	-17.38	-20.4204	-18.1593	-33.501	75.5451	0.010000
15	13	-17.39	-20.568	-18.1593	-33.508	75.5442	0.010000
15	14	-17.28	-20.5769	-18.1593	-33.3499	75.5537	0.010000
15	15	-17.51	-20.7854	-18.1593	-33.5012	75.5338	0.010000
15	16	-17.56	-20.7646	-18.1593	-33.4313	75.5294	0.300000
15	17	-15.61	-19.0367	-18.1593	-31.26	75.6977	0.300000
15	18	-11.47	-15.3214	-18.1593	-26.7111	76.0477	0.300000
15	19	-6.44	-11.2169	-18.1593	-21.1486	76.4604	0.300000
15	20	-2.72	-8.15854	-18.1593	-16.9185	76.7571	0.300000
15	21	-0.39	-6.70911	-18.1593	-14.295	76.9394	0.300000
15	22	0.89	-6.09396	-18.1593	-12.8577	77.0384	0.300000
15	23	1.07	-6.33823	-18.1593	-12.6793	77.0522	0.300000
15	24	0.01	-7.47803	-18.1593	-13.9007	76.9704	0.300000
16	1	-2.46	-9.19031	-18.3005	-16.6017	76.7775	0.010000
16	2	-4.8	-10.7971	-18.3005	-19.1746	76.592	0.010000
16	3	-6.35	-12.229	-18.3005	-20.9809	76.4676	0.010000
16	4	-7.22	-13.5333	-18.3005	-22.1342	76.3972	0.010000
16	5	-7.82	-14.4035	-18.3005	-22.974	76.3485	0.010000
16	6	-7.99	-15.0839	-18.3005	-23.3837	76.3346	0.010000
16	7	-8.23	-15.5393	-18.3005	-23.8245	76.315	0.010000
16	8	-6.97	-15.2858	-18.3005	-22.7337	76.4175	0.010000
16	9	-6.54	-15.0256	-18.3005	-22.4071	76.4523	0.010000
16	10	-5.79	-14.4438	-18.3005	-21.7012	76.5127	0.010000
16	11	-5.44	-14.1773	-18.3005	-21.3866	76.5408	0.010000
16	12	-5.38	-14.1826	-18.3005	-21.3503	76.5456	0.010000
16	13	-5.18	-13.9955	-18.3005	-21.1124	76.5617	0.010000
16	14	-4.71	-13.556	-18.3005	-20.5409	76.5992	0.010000
16	15	-4.28	-13.5827	-18.3005	-20.0471	76.6335	0.010000
16	16	-3.65	-13.2161	-18.3005	-19.2726	76.6836	0.300000
16	17	-2.22	-12.1124	-18.3005	-17.5959	76.7964	0.300000
16	18	-0.61	-10.8233	-18.3005	-15.6952	76.9223	0.300000
16	19	0.73	-9.49893	-18.3005	-14.0308	77.026	0.300000
16	20	1.15	-8.72659	-18.3005	-13.3457	77.0584	0.300000
16	21	1.88	-8.04828	-18.3005	-12.3998	77.1144	0.300000
16	22	2.23	-7.61469	-18.3005	-11.8891	77.1412	0.300000
