#day	hour	Tout	Td	Tg	Tsky	Pa	g_vs_ab
308	23	12.38	-8.73633	4.76445	-2.38561	77.8926	0.300000
308	24	10.92	-8.2926	4.76445	-3.6671	77.7874	0.300000
309	1	8.8	-8.64047	4.35583	-5.77576	77.6329	0.010000
309	2	7.54	-8.9545	4.35583	-7.09586	77.5401	0.010000
309	3	6.91	-9.4274	4.35583	-7.88022	77.4935	0.010000
309	4	6.6	-9.87311	4.35583	-8.38177	77.4705	0.010000
309	5	6.44	-10.2093	4.35583	-8.73928	77.4586	0.010000
309	6	6.17	-10.5133	4.35583	-9.20518	77.4385	0.010000
309	7	5.82	-10.9101	4.35583	-9.7634	77.4123	0.010000
309	8	5.52	-11.241	4.35583	-10.2508	77.3899	0.010000
309	9	4.93	-11.3315	4.35583	-10.9489	77.3457	0.010000
309	10	4.37	-11.1879	4.35583	-11.5474	77.3035	0.010000
309	11	3.49	-10.4525	4.35583	-12.3053	77.237	0.010000
309	12	1.78	-6.95694	4.35583	-13.2648	77.1067	0.010000
309	13	2.4	-10.7724	4.35583	-13.3962	77.1541	0.010000
309	14	0.96	-9.56555	4.35583	-14.4781	77.0438	0.010000
309	15	0	-8.16449	4.35583	-15.0268	76.9696	0.300000
309	16	0.49	-5.84833	4.35583	-13.9711	77.0075	0.300000
309	17	2.53	-5.95544	4.35583	-11.9134	77.1641	0.300000
309	18	4.09	-6.10623	4.35583	-10.31	77.2824	0.300000
309	19	5.39	-5.78085	4.35583	-8.85209	77.3802	0.300000
309	20	5.04	-5.07196	4.35583	-8.8931	77.3539	0.300000
309	21	6.02	-4.75891	4.35583	-7.76944	77.4273	0.300000
309	22	6.59	-4.51129	4.35583	-7.07834	77.4697	0.300000
309	23	6.39	-4.41693	4.35583	-7.19053	77.4548	0.300000
309	24	5.28	-4.19843	4.35583	-8.18307	77.3719	0.300000
310	1	3.19	-3.73154	3.94712	-10.0966	77.2143	0.010000
310	2	1.52	-3.57288	3.94712	-11.7146	77.0868	0.010000
310	3	0.26	-3.58099	3.94712	-13.0109	76.9897	0.010000
310	4	-0.75	-3.67041	3.94712	-14.1129	76.9114	0.300000
310	5	-1.42	-3.79697	3.94712	-14.9169	76.8591	0.300000
310	6	-1.85	-3.89609	3.94712	-15.4954	76.8255	0.300000
310	7	-2.15	-4.16824	3.94712	-15.9875	76.8019	0.300000
310	8	-2.55	-4.46188	3.94712	-16.5691	76.7705	0.300000
310	9	-2.71	-4.76645	3.94712	-16.9045	76.7579	0.300000
310	10	-2.87	-5.17435	3.94712	-17.2341	76.7452	0.300000
310	11	-2.97	-5.5914	3.94712	-17.474	76.7374	0.300000
310	12	-3.1	-6.09387	3.94712	-17.7216	76.7271	0.010000
310	13	-3.25	-6.62494	3.94712	-17.9535	76.7152	0.010000
310	14	-3.48	-7.11368	3.94712	-18.2135	76.697	0.010000
310	15	-3.56	-7.48706	3.94712	-18.2731	76.6907	0.300000
310	16	-1.25	-5.81772	3.94712	-15.6199	76.8724	0.300000
310	17	3.77	-6.11502	3.94712	-10.767	77.2582	0.300000
310	18	7.82	-6.68143	3.94712	-6.88033	77.5608	0.300000
310	19	10.38	-8.38156	3.94712	-4.64051	77.7482	0.300000
310	20	11.38	-8.55472	3.94712	-3.57994	77.8206	0.300000
310	21	12.42	-9.70444	3.94712	-2.69273	77.8955	0.300000
310	22	12.65	-10.2196	3.94712	-2.47721	77.9119	0.300000
310	23	12.27	-10.1501	3.94712	-2.76542	77.8847	0.300000
310	24	10.9	-9.05115	3.94712	-3.83668	77.7859	0.300000
311	1	8.19	-8.37875	3.53844	-6.30495	77.5881	0.010000
311	2	6.12	-7.40167	3.53844	-8.13953	77.4347	0.010000
311	3	4.39	-7.58554	3.53844	-9.91752	77.3051	0.010000
311	4	3.12	-8.3042	3.53844	-11.3895	77.209	0.010000
311	5	2.37	-9.08386	3.53844	-12.3937	77.1519	0.010000
311	6	2.08	-9.99796	3.53844	-12.9919	77.1297	0.010000
311	7	2.25	-10.9938	3.53844	-13.1636	77.1427	0.010000
311	8	2.36	-10.9974	3.53844	-13.2012	77.1511	0.010000
311	9	2.44	-11.5433	3.53844	-13.3446	77.1572	0.010000
311	10	2.42	-11.8902	3.53844	-13.5181	77.1557	0.010000
311	11	2.39	-12.2728	3.53844	-13.6719	77.1534	0.010000
311	12	2.42	-12.6305	3.53844	-13.725	77.1557	0.010000
311	13	2.42	-12.8863	3.53844	-13.7483	77.1557	0.010000
311	14	2.5	-13.1773	3.53844	-13.6626	77.1618	0.010000
311	15	2.65	-13.4164	3.53844	-13.4666	77.1732	0.300000
311	16	4.59	-13.0105	3.53844	-11.4408	77.3201	0.300000
311	17	7.39	-11.9559	3.53844	-8.46328	77.5291	0.300000
311	18	9.61	-12.6976	3.53844	-6.3344	77.6922	0.300000
311	19	11.2	-13.4942	3.53844	-4.80775	77.8076	0.300000
311	20	12.2	-13.0881	3.53844	-3.64452	77.8797	0.300000
311	21	12.68	-13.1729	3.53844	-3.07829	77.9141	0.300000
311	22	12.67	-13.0587	3.53844	-2.97201	77.9134	0.300000
311	23	12.07	-12.6547	3.53844	-3.41152	77.8703	0.300000
311	24	10.67	-11.3824	3.53844	-4.49529	77.7693	0.300000
312	1	8.28	-10.9746	3.12991	-6.71353	77.5947	0.010000
312	2	6.77	-10.9107	3.12991	-8.19649	77.4831	0.010000
312	3	5.93	-11.3035	3.12991	-9.15933	77.4206	0.010000
312	4	5.44	-11.7123	3.12991	-9.81942	77.3839	0.010000
312	5	5.1	-11.8549	3.12991	-10.3094	77.3584	0.010000
312	6	4.83	-11.8506	3.12991	-10.7175	77.3382	0.010000
312	7	4.63	-11.8322	3.12991	-11.0568	77.3231	0.010000
312	8	4.2	-11.1591	3.12991	-11.4868	77.2907	0.010000
312	9	3.98	-11.1777	3.12991	-11.8209	77.2741	0.010000
312	10	3.89	-11.2581	3.12991	-12.0145	77.2673	0.010000
312	11	3.84	-11.4407	3.12991	-12.1537	77.2635	0.010000
312	12	3.8	-11.6157	3.12991	-12.2429	77.2605	0.010000
312	13	3.92	-11.6899	3.12991	-12.1224	77.2696	0.010000
312	14	3.93	-11.5198	3.12991	-12.0235	77.2703	0.010000
312	15	3.79	-11.2693	3.12991	-12.0173	77.2597	0.300000
312	16	5.15	-10.6768	3.12991	-10.4986	77.3622	0.300000
312	17	7.52	-9.85849	3.12991	-7.9547	77.5387	0.300000
312	18	9.69	-10.397	3.12991	-5.84275	77.698	0.300000
312	19	11.28	-10.769	3.12991	-4.2477	77.8134	0.300000
312	20	12.38	-11.1952	3.12991	-3.13683	77.8926	0.300000
312	21	12.97	-11.6396	3.12991	-2.53262	77.9348	0.300000
312	22	13.07	-11.7067	3.12991	-2.35373	77.942	0.300000
312	23	12.6	-11.3279	3.12991	-2.67126	77.9084	0.300000
312	24	11.33	-10.0208	3.12991	-3.61473	77.817	0.300000
313	1	8.96	-9.15665	2.72165	-5.72443	77.6446	0.010000
313	2	7.33	-8.53152	2.72165	-7.21297	77.5246	0.010000
313	3	6.18	-8.34323	2.72165	-8.36402	77.4392	0.010000
313	4	5.28	-8.35501	2.72165	-9.3442	77.3719	0.010000
313	5	4.48	-8.37744	2.72165	-10.2507	77.3118	0.010000
313	6	3.74	-8.36957	2.72165	-11.1039	77.256	0.010000
313	7	3.1	-8.45898	2.72165	-11.8806	77.2074	0.010000
313	8	2.11	-7.86185	2.72165	-12.8435	77.132	0.010000
313	9	1.41	-7.91479	2.72165	-13.6391	77.0784	0.010000
313	10	0.75	-7.91022	2.72165	-14.357	77.0276	0.010000
313	11	0.09	-7.87793	2.72165	-15.0348	76.9766	0.010000
313	12	-0.5	-7.76862	2.72165	-15.5926	76.9308	0.010000
313	13	-0.94	-7.76688	2.72165	-15.99	76.8966	0.010000
313	14	-1.26	-7.72849	2.72165	-16.2285	76.8716	0.010000
313	15	-1.42	-7.83878	2.72165	-16.3107	76.8591	0.300000
313	16	0.53	-7.08957	2.72165	-14.1893	77.0106	0.300000
313	17	5.38	-5.86465	2.72165	-9.18171	77.3794	0.300000
313	18	9.83	-7.19092	2.72165	-5.07431	77.7082	0.300000
313	19	12.25	-8.84781	2.72165	-2.95567	77.8833	0.300000
313	20	13.36	-9.32233	2.72165	-1.84899	77.9627	0.300000
313	21	13.96	-9.69089	2.72165	-1.22547	78.0054	0.300000
313	22	14	-9.62244	2.72165	-1.07814	78.0082	0.300000
313	23	13.63	-9.22458	2.72165	-1.29217	77.9819	0.300000
313	24	12.21	-7.70154	2.72165	-2.31789	77.8804	0.300000
314	1	9.7	-6.76111	2.31379	-4.53592	77.6987	0.010000
314	2	8	-5.75314	2.31379	-6.00263	77.5741	0.010000
314	3	6.71	-5.27203	2.31379	-7.22271	77.4786	0.010000
314	4	6.02	-5.35062	2.31379	-8.01865	77.4273	0.010000
314	5	5.92	-5.53339	2.31379	-8.29401	77.4198	0.010000
314	6	5.9	-5.87399	2.31379	-8.53725	77.4183	0.010000
314	7	5.96	-6.1962	2.31379	-8.70025	77.4228	0.010000
314	8	6	-6.64539	2.31379	-8.89851	77.4258	0.010000
314	9	5.86	-6.82245	2.31379	-9.19049	77.4153	0.010000
314	10	5.64	-6.53665	2.31379	-9.43322	77.3989	0.010000
314	11	5.31	-6.01904	2.31379	-9.69582	77.3742	0.010000
314	12	4.78	-5.18964	2.31379	-10.0406	77.3344	0.010000
314	13	3.99	-4.78452	2.31379	-10.6832	77.2749	0.010000
314	14	3.31	-4.78384	2.31379	-11.2717	77.2234	0.010000
314	15	2.82	-4.68179	2.31379	-11.6233	77.1861	0.300000
314	16	3.13	-2.90555	2.31379	-10.8096	77.2097	0.300000
314	17	6.56	-2.55612	2.31379	-7.31655	77.4675	0.300000
314	18	10.24	-4.56296	2.31379	-4.11492	77.738	0.300000
314	19	11.86	-4.8461	2.31379	-2.4802	77.8552	0.300000
314	20	12.8	-4.56912	2.31379	-1.37763	77.9227	0.300000
314	21	13.62	-5.15472	2.31379	-0.60293	77.9812	0.300000
314	22	13.69	-5.24371	2.31379	-0.461042	77.9862	0.300000
314	23	13.16	-4.83044	2.31379	-0.815469	77.9484	0.300000
314	24	12	-4.02237	2.31379	-1.72105	77.8653	0.300000
315	1	9.8	-3.52582	1.90644	-3.73074	77.706	0.010000
315	2	8.04	-2.98083	1.90644	-5.34661	77.577	0.010000
315	3	6.59	-2.7373	1.90644	-6.76911	77.4697	0.010000
315	4	5.49	-2.66922	1.90644	-7.92475	77.3877	0.010000
315	5	4.6	-2.75446	1.90644	-8.93409	77.3209	0.010000
315	6	3.91	-2.93607	1.90644	-9.78402	77.2688	0.010000
315	7	3.35	-3.11993	1.90644	-10.5097	77.2264	0.010000
315	8	3.26	-3.87744	1.90644	-10.9061	77.2196	0.010000
315	9	2.79	-4.08963	1.90644	-11.521	77.1839	0.010000
315	10	2.16	-4.26572	1.90644	-12.2518	77.1358	0.010000
315	11	1.41	-4.25482	1.90644	-13.0208	77.0784	0.010000
315	12	0.62	-4.27609	1.90644	-13.7968	77.0176	0.010000
315	13	-0.24	-4.45374	1.90644	-14.6344	76.951	0.010000
315	14	-1.03	-4.63345	1.90644	-15.3679	76.8896	0.010000
315	15	-1.31	-4.63062	1.90644	-15.5429	76.8677	0.300000
315	16	0.41	-3.39066	1.90644	-13.513	77.0013	0.300000
315	17	5.27	-2.75571	1.90644	-8.59411	77.3712	0.300000
315	18	9.06	-4.14633	1.90644	-5.14608	77.652	0.300000
315	19	10.92	-4.94351	1.90644	-3.39832	77.7874	0.300000
315	20	11.13	-5.51471	1.90644	-3.18106	77.8026	0.300000
315	21	11.9	-6.43771	1.90644	-2.52328	77.8581	0.300000
315	22	11.95	-6.68774	1.90644	-2.43415	77.8617	0.300000
315	23	11.49	-6.08899	1.90644	-2.68583	77.8286	0.300000
315	24	10.28	-4.68057	1.90644	-3.51282	77.741	0.300000
316	1	8.83	-3.47482	1.49973	-4.64652	77.6351	0.010000
316	2	7.77	-2.46744	1.49973	-5.48547	77.5571	0.010000
316	3	6.87	-0.969543	1.49973	-6.08227	77.4905	0.010000
316	4	7.04	-2.66437	1.49973	-6.44206	77.5031	0.010000
316	5	5.4	-0.628113	1.49973	-7.66489	77.3809	0.010000
316	6	4.02	0.219116	1.49973	-8.92604	77.2771	0.010000
316	7	3.73	-0.144592	1.49973	-9.44143	77.2552	0.010000
316	8	3.95	-0.782928	1.49973	-9.52551	77.2718	0.010000
316	9	3.4	-0.823486	1.49973	-10.1798	77.2302	0.010000
316	10	2.51	-1.08923	1.49973	-11.1848	77.1625	0.010000
316	11	1.51	-1.21527	1.49973	-12.2265	77.086	0.300000
316	12	1.3	-1.08383	1.49973	-12.415	77.0699	0.300000
316	13	0.95	-1.0748	1.49973	-12.7273	77.043	0.300000
316	14	0.56	-1.13828	1.49973	-13.0575	77.0129	0.300000
316	15	0.58	-1.07986	1.49973	-12.934	77.0145	0.300000
316	16	0.88	-0.737091	1.49973	-12.4475	77.0376	0.300000
316	17	2.58	-1.07446	1.49973	-10.7665	77.1679	0.300000
316	18	4.22	-2.11777	1.49973	-9.29823	77.2922	0.300000
316	19	6.27	-4.29724	1.49973	-7.68959	77.4459	0.300000
316	20	7.82	-5.82742	1.49973	-6.40487	77.5608	0.300000
316	21	8.77	-7.4382	1.49973	-5.71543	77.6307	0.300000
316	22	9.48	-8.39148	1.49973	-5.13795	77.6827	0.300000
316	23	9.68	-8.84335	1.49973	-4.97774	77.6973	0.300000
316	24	8.92	-7.68896	1.49973	-5.45084	77.6417	0.300000
317	1	6.38	-5.87601	1.09377	-7.51637	77.4541	0.010000
317	2	4.63	-4.38843	1.09377	-8.92338	77.3231	0.010000
317	3	3.44	-3.65036	1.09377	-9.9879	77.2332	0.010000
317	4	2.65	-3.43793	1.09377	-10.8138	77.1732	0.010000
317	5	2.65	-3.52194	1.09377	-10.9709	77.1732	0.010000
317	6	3.44	-3.60547	1.09377	-10.3846	77.2332	0.010000
317	7	4.26	-3.68454	1.09377	-9.76998	77.2953	0.010000
317	8	4.4	-3.91507	1.09377	-9.82838	77.3058	0.010000
317	9	4.66	-4.09311	1.09377	-9.74118	77.3254	0.010000
317	10	4.67	-4.35095	1.09377	-9.88196	77.3261	0.010000
317	11	4.66	-4.67172	1.09377	-10.021	77.3254	0.010000
317	12	4.73	-5.14059	1.09377	-10.0774	77.3306	0.010000
317	13	4.91	-5.55652	1.09377	-9.97665	77.3442	0.010000
317	14	5.07	-5.82553	1.09377	-9.82386	77.3562	0.010000
317	15	5.21	-6.06607	1.09377	-9.64891	77.3667	0.300000
317	16	6.07	-6.23969	1.09377	-8.74645	77.431	0.300000
317	17	7.46	-5.70255	1.09377	-7.1671	77.5342	0.300000
317	18	9	-5.5076	1.09377	-5.50567	77.6476	0.300000
317	19	10.33	-5.14633	1.09377	-4.00584	77.7446	0.300000
317	20	11.63	-2.85919	1.09377	-2.10061	77.8387	0.300000
317	21	12.06	-1.73999	1.09377	-1.30006	77.8696	0.300000
317	22	12	-1.63449	1.09377	-1.23845	77.8653	0.300000
317	23	11.46	-1.69037	1.09377	-1.71039	77.8264	0.300000
317	24	10.13	-1.49344	1.09377	-2.91671	77.73	0.300000
318	1	8.24	-0.582184	0.688688	-4.52573	77.5918	0.010000
318	2	6.47	0.659515	0.688688	-5.97248	77.4608	0.010000
318	3	5.2	1.14597	0.688688	-7.15928	77.3659	0.010000
318	4	4.49	0.289459	0.688688	-8.17274	77.3126	0.010000
318	5	3.73	-1.40479	0.688688	-9.44959	77.2552	0.010000
318	6	2.94	-3.55402	0.688688	-10.8501	77.1953	0.010000
318	7	1.88	-5.66333	0.688688	-12.4703	77.1144	0.010000
318	8	2.06	-3.86725	0.688688	-12.0472	77.1282	0.010000
318	9	0.93	-5.72809	0.688688	-13.6466	77.0414	0.010000
318	10	-0.26	-6.73303	0.688688	-15.0785	76.9495	0.010000
318	11	-1.62	-7.99789	0.688688	-16.6808	76.8435	0.010000
318	12	-2.9	-10.5706	0.688688	-18.3977	76.7429	0.010000
318	13	-3.85	-13.0159	0.688688	-19.6978	76.6677	0.010000
318	14	-4.4	-14.1104	0.688688	-20.3359	76.6239	0.010000
318	15	-4.81	-14.5836	0.688688	-20.7053	76.5912	0.300000
318	16	-4.48	-15.4115	0.688688	-20.3992	76.6176	0.300000
318	17	-3.59	-16.4899	0.688688	-19.5757	76.6883	0.300000
318	18	-2.47	-16.7995	0.688688	-18.4109	76.7768	0.300000
318	19	-1.3	-16.8208	0.688688	-17.1571	76.8685	0.300000
318	20	-0.79	-15.9078	0.688688	-16.403	76.9083	0.300000
318	21	-0.11	-17.5051	0.688688	-15.8648	76.9611	0.300000
318	22	0.28	-19.0376	0.688688	-15.6049	76.9913	0.300000
318	23	0.17	-19.9345	0.688688	-15.7617	76.9828	0.300000
318	24	-0.48	-19.7477	0.688688	-16.334	76.9324	0.300000
319	1	-1.89	-18.4163	0.284602	-17.5205	76.8223	0.010000
319	2	-2.82	-17.3375	0.284602	-18.3153	76.7492	0.010000
319	3	-3.48	-15.8658	0.284602	-18.8249	76.697	0.010000
319	4	-4.38	-13.4097	0.284602	-19.4217	76.6255	0.010000
319	5	-4.82	-13.0656	0.284602	-19.9211	76.5904	0.010000
319	6	-5.11	-13.5406	0.284602	-20.42	76.5673	0.010000
319	7	-5.32	-14.4634	0.284602	-20.9114	76.5504	0.010000
319	8	-5.57	-13.8294	0.284602	-21.1873	76.5304	0.010000
319	9	-5.52	-13.8536	0.284602	-21.2626	76.5344	0.010000
319	10	-5.4	-14.0787	0.284602	-21.2759	76.544	0.010000
319	11	-5.34	-14.52	0.284602	-21.3453	76.5488	0.010000
319	12	-5.25	-15.1783	0.284602	-21.3801	76.556	0.010000
319	13	-5.19	-15.8232	0.284602	-21.3994	76.5609	0.010000
319	14	-5.07	-16.5266	0.284602	-21.3297	76.5705	0.010000
319	15	-4.63	-17.6332	0.284602	-20.9756	76.6056	0.010000
319	16	-1.43	-20.1489	0.284602	-18.1579	76.8583	0.300000
319	17	3.59	-21.8026	0.284602	-13.4745	77.2446	0.300000
319	18	7.46	-21.8219	0.284602	-9.67213	77.5342	0.300000
319	19	9.7	-21.0134	0.284602	-7.30798	77.6987	0.300000
319	20	10.79	-19.2104	0.284602	-5.90656	77.778	0.300000
319	21	11.09	-17.8834	0.284602	-5.31741	77.7997	0.300000
319	22	10.88	-17.195	0.284602	-5.32225	77.7845	0.300000
319	23	10.03	-15.8595	0.284602	-5.86959	77.7228	0.300000
319	24	8.32	-15.242	0.284602	-7.37553	77.5977	0.300000
320	1	6.03	-14.5615	-0.118369	-9.46108	77.428	0.010000
320	2	5.07	-13.4848	-0.118369	-10.2571	77.3562	0.010000
320	3	4.71	-12.3328	-0.118369	-10.4985	77.3291	0.010000
320	4	4.53	-11.2489	-0.118369	-10.6011	77.3156	0.010000
320	5	4.3	-10.3705	-0.118369	-10.8016	77.2983	0.010000
320	6	4.18	-9.74023	-0.118369	-10.9498	77.2892	0.010000
320	7	4.2	-9.29703	-0.118369	-10.9985	77.2907	0.010000
320	8	4.18	-9.45544	-0.118369	-11.1895	77.2892	0.010000
320	9	4	-9.04889	-0.118369	-11.4039	77.2756	0.010000
320	10	3.79	-8.6604	-0.118369	-11.6209	77.2597	0.010000
320	11	3.62	-8.29065	-0.118369	-11.7679	77.2469	0.010000
320	12	3.41	-8.00748	-0.118369	-11.9307	77.231	0.010000
320	13	3.25	-7.85623	-0.118369	-12.0322	77.2188	0.010000
320	14	3.15	-7.81619	-0.118369	-12.0606	77.2112	0.010000
320	15	3.15	-7.83084	-0.118369	-11.9705	77.2112	0.010000
320	16	4.44	-7.66599	-0.118369	-10.591	77.3088	0.300000
320	17	6.63	-7.01028	-0.118369	-8.2336	77.4727	0.300000
320	18	8.62	-7.15723	-0.118369	-6.21843	77.6197	0.300000
320	19	10.07	-7.33939	-0.118369	-4.72282	77.7257	0.300000
320	20	10.88	-6.97418	-0.118369	-3.73203	77.7845	0.300000
320	21	11.07	-6.76035	-0.118369	-3.38291	77.7982	0.300000
320	22	10.71	-6.66165	-0.118369	-3.61098	77.7722	0.300000
320	23	9.77	-6.11206	-0.118369	-4.33188	77.7038	0.300000
320	24	8.46	-5.15979	-0.118369	-5.35671	77.6079	0.300000
321	1	6.8	-4.45197	-0.520105	-6.80657	77.4853	0.010000
321	2	5.43	-3.74323	-0.520105	-8.01557	77.3832	0.010000
321	3	4.52	-3.15512	-0.520105	-8.84404	77.3148	0.010000
321	4	3.74	-2.8891	-0.520105	-9.64792	77.256	0.010000
321	5	3.11	-3.10349	-0.520105	-10.4372	77.2082	0.010000
321	6	2.74	-3.71249	-0.520105	-11.0765	77.1801	0.010000
321	7	2.63	-4.2197	-0.520105	-11.4433	77.1717	0.010000
321	8	2.79	-4.17828	-0.520105	-11.4209	77.1839	0.010000
321	9	2.71	-4.09958	-0.520105	-11.5994	77.1778	0.010000
321	10	2.74	-4.03809	-0.520105	-11.6491	77.1801	0.010000
321	11	2.94	-3.78201	-0.520105	-11.4592	77.1953	0.010000
321	12	3.06	-3.34286	-0.520105	-11.2653	77.2044	0.010000
321	13	3.07	-3.14169	-0.520105	-11.1901	77.2052	0.010000
321	14	3.01	-3.18848	-0.520105	-11.2002	77.2006	0.010000
321	15	2.89	-3.27148	-0.520105	-11.2416	77.1915	0.010000
321	16	3.77	-2.98099	-0.520105	-10.2166	77.2582	0.300000
321	17	5.07	-2.43631	-0.520105	-8.71062	77.3562	0.300000
321	18	6.43	-2.00528	-0.520105	-7.16045	77.4578	0.300000
321	19	7.56	-1.65964	-0.520105	-5.84777	77.5416	0.300000
321	20	8.97	-2.22699	-0.520105	-4.49418	77.6454	0.300000
321	21	9.78	-2.09525	-0.520105	-3.56712	77.7046	0.300000
321	22	9.46	-1.71512	-0.520105	-3.68978	77.6812	0.300000
321	23	8.52	-1.32642	-0.520105	-4.43843	77.6124	0.300000
321	24	7.39	-0.990417	-0.520105	-5.42018	77.5291	0.300000
322	1	5.8	-0.81665	-0.920487	-6.92146	77.4109	0.010000
322	2	4.67	-0.810822	-0.920487	-8.06007	77.3261	0.010000
322	3	4.3	-0.945312	-0.920487	-8.53772	77.2983	0.010000
322	4	4.52	-1.06689	-0.920487	-8.47482	77.3148	0.010000
322	5	4.5	-1.22974	-0.920487	-8.67134	77.3133	0.010000
322	6	4.49	-1.32202	-0.920487	-8.85175	77.3126	0.010000
322	7	4.36	-1.31262	-0.920487	-9.12272	77.3028	0.010000
322	8	4.15	-1.29034	-0.920487	-9.45694	77.287	0.010000
322	9	3.94	-1.55276	-0.920487	-9.83966	77.2711	0.010000
322	10	3.75	-1.85712	-0.920487	-10.1851	77.2567	0.010000
322	11	3.66	-2.1796	-0.920487	-10.4047	77.2499	0.010000
322	12	3.52	-2.50098	-0.920487	-10.6331	77.2393	0.010000
322	13	3.54	-2.87411	-0.920487	-10.6809	77.2408	0.010000
322	14	3.66	-3.39655	-0.920487	-10.6285	77.2499	0.010000
322	15	3.89	-4.08133	-0.920487	-10.4717	77.2673	0.010000
322	16	5.09	-4.65652	-0.920487	-9.33634	77.3577	0.300000
322	17	7.2	-4.65033	-0.920487	-7.18417	77.515	0.300000
322	18	9.25	-4.96735	-0.920487	-5.14876	77.6659	0.300000
322	19	10.72	-5.20398	-0.920487	-3.64675	77.7729	0.300000
322	20	11.44	-4.9823	-0.920487	-2.76793	77.825	0.300000
322	21	12.06	-5.10974	-0.920487	-2.08171	77.8696	0.300000
322	22	12.16	-5.40704	-0.920487	-1.95753	77.8768	0.300000
322	23	11.57	-5.43146	-0.920487	-2.46681	77.8343	0.300000
322	24	10.38	-5.08167	-0.920487	-3.5061	77.7482	0.300000
323	1	8.78	-5.4462	-1.3194	-5.13345	77.6314	0.010000
323	2	7.9	-5.98645	-1.3194	-6.14791	77.5667	0.010000
323	3	7.53	-6.53711	-1.3194	-6.71028	77.5394	0.010000
323	4	7.34	-7.00174	-1.3194	-7.10967	77.5254	0.010000
323	5	7.27	-7.32611	-1.3194	-7.38502	77.5202	0.010000
323	6	7.27	-7.59229	-1.3194	-7.59205	77.5202	0.010000
323	7	7.29	-7.96326	-1.3194	-7.80129	77.5217	0.010000
323	8	7.27	-8.34036	-1.3194	-8.03897	77.5202	0.010000
323	9	7.21	-8.55637	-1.3194	-8.26195	77.5157	0.010000
323	10	7.16	-8.62134	-1.3194	-8.41677	77.512	0.010000
323	11	7.05	-8.61749	-1.3194	-8.57977	77.5039	0.010000
323	12	6.88	-8.56778	-1.3194	-8.75135	77.4913	0.010000
323	13	6.65	-8.55527	-1.3194	-8.94672	77.4742	0.010000
323	14	6.32	-8.50168	-1.3194	-9.18977	77.4496	0.010000
323	15	5.86	-8.38971	-1.3194	-9.50986	77.4153	0.010000
323	16	6.52	-7.94406	-1.3194	-8.67154	77.4645	0.300000
323	17	8.93	-7.17032	-1.3194	-6.07986	77.6424	0.300000
323	18	11.28	-7.67264	-1.3194	-3.79497	77.8134	0.300000
323	19	13.05	-8.04453	-1.3194	-2.03258	77.9406	0.300000
323	20	13.85	-7.83594	-1.3194	-1.08321	77.9976	0.300000
323	21	14.55	-8.3465	-1.3194	-0.396605	78.0473	0.300000
323	22	14.46	-8.42273	-1.3194	-0.401918	78.0409	0.300000
323	23	13.69	-7.67258	-1.3194	-0.921842	77.9862	0.300000
323	24	12.31	-7.37393	-1.3194	-2.15494	77.8876	0.300000
324	1	10.4	-7.72739	-1.71671	-4.06839	77.7497	0.010000
324	2	9.2	-8.06058	-1.71671	-5.33833	77.6622	0.010000
324	3	8.49	-8.39694	-1.71671	-6.17566	77.6101	0.010000
324	4	7.94	-8.70828	-1.71671	-6.88306	77.5697	0.010000
324	5	7.52	-8.92935	-1.71671	-7.46844	77.5387	0.010000
324	6	7.11	-9.0177	-1.71671	-8.02845	77.5083	0.010000
324	7	6.65	-8.97406	-1.71671	-8.60999	77.4742	0.010000
324	8	6.02	-8.90506	-1.71671	-9.33723	77.4273	0.010000
324	9	5.77	-9.12903	-1.71671	-9.74061	77.4086	0.010000
324	10	5.63	-9.38971	-1.71671	-10.0179	77.3981	0.010000
324	11	5.5	-9.60339	-1.71671	-10.2414	77.3884	0.010000
324	12	5.13	-9.56903	-1.71671	-10.6057	77.3607	0.010000
324	13	4.3	-9.24155	-1.71671	-11.3092	77.2983	0.010000
324	14	3.16	-8.60336	-1.71671	-12.2072	77.212	0.010000
324	15	2.1	-7.49475	-1.71671	-12.8999	77.1312	0.010000
324	16	2.18	-6.33347	-1.71671	-12.4653	77.1373	0.300000
324	17	3.19	-5.99304	-1.71671	-11.2932	77.2143	0.300000
324	18	4.11	-6.52472	-1.71671	-10.3786	77.2839	0.300000
324	19	5.19	-7.15631	-1.71671	-9.33	77.3652	0.300000
324	20	6.09	-7.42886	-1.71671	-8.38772	77.4325	0.300000
324	21	7.19	-7.45459	-1.71671	-7.22389	77.5142	0.300000
324	22	6.98	-7.2706	-1.71671	-7.29323	77.4987	0.300000
324	23	3.28	-6.57071	-1.71671	-10.6191	77.2211	0.300000
324	24	-0.72	-6.51923	-1.71671	-14.4043	76.9137	0.300000
325	1	-3.33	-6.78781	-2.11232	-16.9669	76.7089	0.010000
325	2	-4.23	-7.14178	-2.11232	-17.9514	76.6375	0.300000
325	3	-4.74	-7.35916	-2.11232	-18.5695	76.5968	0.300000
325	4	-5.16	-7.56592	-2.11232	-19.1263	76.5633	0.300000
325	5	-5.51	-7.70801	-2.11232	-19.6227	76.5352	0.300000
325	6	-6.13	-7.78342	-2.11232	-20.3726	76.4854	0.300000
325	7	-6.48	-8.01166	-2.11232	-20.8949	76.4571	0.300000
325	8	-7.24	-9.19836	-2.11232	-21.9759	76.3956	0.300000
325	9	-7.69	-9.25861	-2.11232	-22.5306	76.3591	0.300000
