#Total yearly energy demand & supply
Heating (Wh):	3.4383e+10
Cooling (Wh):	0
DHW (J):	1.60706e+10
Fuel (J):	1.89659e+14
ElectricConsumption (J):	9.92311e+12
ElectricPVProduction (J):	0
HeatingUnsatisfied (Wh):	0
CoolingUnsatisfied (Wh):	0
NRE (MJ):	0
GWP (kgCO2):	0
UBP (pts):	0
MRT (°C):	nan
ITS (h):	0
COMFA (h):	0
DHNTotalThermalLosses (Wh):	0
DHNElectricPump (J):	0
