#	Type	Area(m²)	Azimuth(°)	Altitude(°)	SVF(-)	GVF(-)
54(54):225	Wall	168.768	275.045	0	0.342807	0.342725
54(54):226	Wall	255.67	5.14536	0	0.380573	0.38071
54(54):227	Wall	410.499	275.015	0	0.499305	0.496152
54(54):228	Wall	306.023	184.93	0	0.478008	0.469342
54(54):229	Wall	118.648	95.3571	0	0.341856	0.343489
54(54):230	Wall	110.061	185.124	0	0.353583	0.352657
54(54):231	Wall	82.1187	95.1741	0	0.276617	0.27679
54(54):232	Wall	240.743	185.079	0	0.419052	0.415107
54(54):233	Wall	56.1747	273.883	0	0.251535	0.247373
54(54):234	Wall	115.755	184.89	0	0.383128	0.378866
54(54):235	Wall	79.0987	275.356	0	0.305146	0.301129
54(54):236	Wall	162.815	185.19	0	0.469167	0.466835
54(54):237	Wall	275.239	95.1472	0	0.303764	0.323658
54(54):238	Wall	137.641	185.438	0	0.242299	0.242013
54(54):239	Wall	130.825	275.395	0	0.184	0.183788
54(54):240	Wall	283.124	184.99	0	0.435171	0.447384
54(54):241	Wall	413.71	95.296	0	0.135855	0.278782
54(54):242	Wall	340.555	5.23474	0	0.328032	0.304972
54(54):243	Wall	92.7852	275.33	0	0.273832	0.269132
54(54):244	Wall	279.834	5.35568	0	0.383796	0.357212
54(54):245	Wall	100.434	275.607	0	0.213059	0.21254
54(54):246	Wall	153.581	4.9126	0	0.304964	0.293019
54(54):247	Wall	51.7261	95.4539	0	0.191996	0.187672
54(54):248	Wall	127.643	25.6879	0	0.309035	0.29932
54(54):249	Wall	94.295	95.2509	0	0.234471	0.24223
54(54):250	Wall	66.5444	185.612	0	0.136444	0.136536
54(54):251	Wall	664.595	95.2174	0	0.382198	0.355635
54(54):252	Wall	65.4061	5.70276	0	0.312007	0.297375
54(54):253	Wall	86.6498	94.9228	0	0.280893	0.231332
54(54):254	Wall	205.193	5.04498	0	0.499596	0.499294
54(54):220	Roof	4155.78	0	90	0.997955	0
49(49):257	Wall	688.221	274.802	0	0.487256	0.48875
49(49):258	Wall	152.129	184.497	0	0.499996	0.499998
49(49):259	Wall	688.221	94.8022	0	0.285293	0.349948
49(49):260	Wall	152.127	4.49698	0	0.429818	0.462787
49(49):256	Roof	877.982	0	90	0.996144	0
48(48):263	Wall	67.4296	5.2724	0	0.49021	0.49675
48(48):264	Wall	132.759	5.08786	0	0.488481	0.497275
48(48):265	Wall	66.469	4.81967	0	0.487021	0.497454
48(48):266	Wall	59.6366	5.33041	0	0.484324	0.498786
48(48):267	Wall	25.5417	274.993	0	0.453423	0.461547
48(48):268	Wall	29.5778	5.07639	0	0.457435	0.47037
48(48):269	Wall	76.021	275.03	0	0.491882	0.5
48(48):270	Wall	7.79317	184.835	0	0.390581	0.391238
48(48):271	Wall	13.9885	275.06	0	0.453637	0.458301
48(48):272	Wall	22.7222	185.732	0	0.452134	0.452789
48(48):273	Wall	54.4249	274.95	0	0.487002	0.491326
48(48):274	Wall	124.031	184.999	0	0.499655	0.5
48(48):275	Wall	201.101	185.128	0	0.499722	0.5
48(48):276	Wall	70.2443	95.0382	0	0.499462	0.499462
48(48):277	Wall	6.19978	185.984	0	0.369547	0.380077
48(48):278	Wall	27.9769	95.0583	0	0.499955	0.499955
48(48):279	Wall	6.19961	5.98425	0	0.374567	0.374863
48(48):280	Wall	71.7734	95.1215	0	0.499402	0.499402
48(48):262	Roof	7800.96	0	90	0.999702	0
47(47):283	Wall	316.169	274.856	0	0.496365	0.497786
47(47):284	Wall	226.509	184.984	0	0.490391	0.490391
47(47):285	Wall	43.7964	275.168	0	0.309331	0.308863
47(47):286	Wall	69.7342	185.365	0	0.499997	0.499997
47(47):287	Wall	45.0046	95.0388	0	0.30852	0.308644
47(47):288	Wall	669.313	184.846	0	0.49955	0.499569
47(47):289	Wall	317.377	94.8383	0	0.498603	0.497379
47(47):290	Wall	351.107	4.73495	0	0.495109	0.493467
47(47):291	Wall	38.8913	94.4218	0	0.30162	0.302406
47(47):292	Wall	44.9373	5.02069	0	0.497193	0.495321
47(47):293	Wall	38.9665	275.763	0	0.301627	0.303155
47(47):294	Wall	344.727	4.81601	0	0.49435	0.492248
47(47):295	Wall	15.8659	96.9953	0	0.335217	0.340036
47(47):296	Wall	81.5785	4.64008	0	0.497359	0.495653
47(47):297	Wall	15.7867	273.698	0	0.331457	0.332489
47(47):298	Wall	143.013	4.75446	0	0.493159	0.491602
47(47):282	Roof	2616.5	0	90	0.999977	0
46(46):301	Wall	160.422	184.717	0	0.499858	0.499843
46(46):302	Wall	370.861	94.8008	0	0.459247	0.469649
46(46):303	Wall	32.136	185.796	0	0.274589	0.286363
46(46):304	Wall	62.2997	94.5903	0	0.458259	0.469503
46(46):305	Wall	37.8273	4.97885	0	0.244671	0.24363
46(46):306	Wall	130.73	94.895	0	0.403863	0.413695
46(46):307	Wall	37.8273	184.979	0	0.235931	0.24259
46(46):308	Wall	145.927	94.874	0	0.463657	0.472686
46(46):309	Wall	177.626	4.78711	0	0.282321	0.330054
46(46):310	Wall	54.7459	275.172	0	0.194822	0.214134
46(46):311	Wall	153.586	4.91092	0	0.241303	0.291689
46(46):312	Wall	25.8628	95.453	0	0.19139	0.205565
46(46):313	Wall	163.958	5.15518	0	0.243339	0.300538
46(46):314	Wall	33.5146	96.2537	0	0.20596	0.22294
46(46):315	Wall	112.23	4.25485	0	0.226116	0.286093
46(46):316	Wall	30.3942	274.695	0	0.183676	0.199952
46(46):317	Wall	161.681	5.22266	0	0.225715	0.283116
46(46):318	Wall	36.4415	93.9788	0	0.185505	0.213963
